transaction_id,cust_id,DOB,Gender,city_code,tran_date,prod_subcat,prod_subcat_code,prod_cat,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,city_name,State,Zip code,Return or sale,Year,Product_ID
74015278814,269847,2/3/1978,F,1,2/11/2014,Mens,4,Clothing,1,5,1406,738.15,7768.15,TeleShop,Denver,Colorado,80202,S,2014,1-4
163194840,268845,11/22/1991,F,1,2/10/2014,Kids,3,Books,5,4,1093,459.06,4831.06,Flagship store,Denver,Colorado,80202,S,2014,5-3
59105495602,268995,4/7/1976,M,1,2/10/2014,Cameras,9,Electronics,3,4,479,201.18,2117.18,Flagship store,Denver,Colorado,80202,S,2014,3-9
33632846691,268606,3/3/1973,F,1,2/9/2014,Kids,3,Clothing,1,-5,-1146,601.65,-6331.65,e-Shop,Denver,Colorado,80202,R,2014,1-3
86159101262,270240,7/12/1988,M,1,2/9/2014,Academic,12,Books,5,3,680,214.2,2254.2,e-Shop,Denver,Colorado,80202,S,2014,5-12
14834552371,274650,4/12/1986,M,1,2/8/2014,Academic,12,Books,5,1,498,52.29,550.29,Flagship store,Denver,Colorado,80202,S,2014,5-12
90375459981,269269,4/2/1981,M,1,2/8/2014,Mens,4,Electronics,3,4,232,97.44,1025.44,e-Shop,Denver,Colorado,80202,S,2014,3-4
33632846691,268606,3/3/1973,F,1,2/7/2014,Kids,3,Clothing,1,-5,-1146,601.65,-6331.65,e-Shop,Denver,Colorado,80202,R,2014,1-3
41870403334,273965,6/29/1986,F,1,2/7/2014,Women,1,Bags,4,5,510,267.75,2817.75,e-Shop,Denver,Colorado,80202,S,2014,4-1
33904181275,272874,2/15/1971,F,1,2/7/2014,Academic,12,Books,5,5,556,291.9,3071.9,e-Shop,Denver,Colorado,80202,S,2014,5-12
99564160197,275204,1/24/1973,F,1,2/7/2014,Furnishing,2,Home and kitchen,6,-5,-868,455.7,-4795.7,MBR,Denver,Colorado,80202,R,2014,6-2
98359405385,274331,11/1/1989,M,1,2/7/2014,Kids,3,Books,5,-4,-1314,551.88,-5807.88,MBR,Denver,Colorado,80202,R,2014,5-3
85541056281,273367,1/5/1984,F,1,2/7/2014,Personal Appliances,8,Electronics,3,5,303,159.075,1674.075,MBR,Denver,Colorado,80202,S,2014,3-8
21165396469,271101,9/3/1984,F,1,2/6/2014,Children,11,Home and kitchen,6,4,427,179.34,1887.34,TeleShop,Denver,Colorado,80202,S,2014,6-11
10535054637,273221,3/12/1989,F,1,2/6/2014,DIY,6,Books,5,4,1145,480.9,5060.9,TeleShop,Denver,Colorado,80202,S,2014,5-6
51473331806,267794,7/2/1990,F,1,2/5/2014,Women,1,Clothing,1,3,292,91.98,967.98,TeleShop,Denver,Colorado,80202,S,2014,1-1
16495297625,270148,8/3/1979,M,1,2/5/2014,Computers,5,Electronics,3,4,998,419.16,4411.16,Flagship store,Denver,Colorado,80202,S,2014,3-5
33632846691,268606,3/3/1973,F,1,2/5/2014,Kids,3,Clothing,1,5,1146,601.65,6331.65,e-Shop,Denver,Colorado,80202,S,2014,1-3
38796532648,268931,10/19/1987,F,1,2/4/2014,Mens,4,Electronics,3,5,1076,564.9,5944.9,Flagship store,Denver,Colorado,80202,S,2014,3-4
32815955218,275225,11/15/1978,M,1,2/4/2014,Audio and video,10,Electronics,3,4,370,155.4,1635.4,MBR,Denver,Colorado,80202,S,2014,3-10
59263063850,272795,4/22/1970,M,1,2/4/2014,Children,11,Home and kitchen,6,3,496,156.24,1644.24,e-Shop,Denver,Colorado,80202,S,2014,6-11
19238160624,268057,3/2/1992,F,1,2/3/2014,Mens,4,Footwear,2,2,667,140.07,1474.07,MBR,Denver,Colorado,80202,S,2014,2-4
39269527891,274811,4/20/1980,F,1,2/3/2014,Mens,4,Electronics,3,5,1376,722.4,7602.4,e-Shop,Denver,Colorado,80202,S,2014,3-4
39331157930,273081,5/3/1991,M,1,2/3/2014,Personal Appliances,8,Electronics,3,3,905,285.075,3000.075,e-Shop,Denver,Colorado,80202,S,2014,3-8
4295223327,272031,4/13/1982,F,1,2/3/2014,Cameras,9,Electronics,3,4,527,221.34,2329.34,Flagship store,Denver,Colorado,80202,S,2014,3-9
44712169710,268835,6/23/1986,M,1,2/2/2014,Furnishing,2,Home and kitchen,6,1,1132,118.86,1250.86,MBR,Denver,Colorado,80202,S,2014,6-2
79846979351,270050,9/9/1979,F,1,2/2/2014,Academic,12,Books,5,5,197,103.425,1088.425,e-Shop,Denver,Colorado,80202,S,2014,5-12
1061032496,272607,2/3/1989,F,1,2/1/2014,Cameras,9,Electronics,3,5,924,485.1,5105.1,MBR,Denver,Colorado,80202,S,2014,3-9
82547296361,267651,4/20/1991,F,1,2/1/2014,Furnishing,2,Home and kitchen,6,5,737,386.925,4071.925,MBR,Denver,Colorado,80202,S,2014,6-2
76021787833,269476,3/6/1976,M,1,2/1/2014,Mens,4,Clothing,1,2,418,87.78,923.78,e-Shop,Denver,Colorado,80202,S,2014,1-4
80295560781,274331,11/1/1989,M,1,1/31/2014,DIY,6,Books,5,4,147,61.74,649.74,MBR,Denver,Colorado,80202,S,2014,5-6
79213950689,268047,4/14/1992,F,1,1/31/2014,Academic,12,Books,5,5,1290,677.25,7127.25,e-Shop,Denver,Colorado,80202,S,2014,5-12
44443398067,266974,10/28/1979,F,1,1/30/2014,Kids,3,Clothing,1,-1,-484,50.82,-534.82,Flagship store,Denver,Colorado,80202,R,2014,1-3
79276691171,273703,2/3/1986,F,1,1/30/2014,Audio and video,10,Home and kitchen,6,3,895,281.925,2966.925,e-Shop,Denver,Colorado,80202,S,2014,6-10
8172983400,271972,4/9/1989,M,1,1/29/2014,Mens,4,Electronics,3,2,583,122.43,1288.43,TeleShop,Denver,Colorado,80202,S,2014,3-4
36807187754,275075,8/18/1986,F,1,1/29/2014,Women,1,Footwear,2,5,713,374.325,3939.325,e-Shop,Denver,Colorado,80202,S,2014,2-1
37626170750,271304,12/15/1989,F,1,1/29/2014,Cameras,9,Electronics,3,1,769,80.745,849.745,e-Shop,Denver,Colorado,80202,S,2014,3-9
15889392076,269831,2/13/1981,F,1,1/29/2014,DIY,6,Books,5,3,822,258.93,2724.93,TeleShop,Denver,Colorado,80202,S,2014,5-6
64939234724,270240,7/12/1988,M,1,1/29/2014,Women,1,Clothing,1,4,644,270.48,2846.48,e-Shop,Denver,Colorado,80202,S,2014,1-1
98359405385,274331,11/1/1989,M,1,1/28/2014,Kids,3,Books,5,4,1314,551.88,5807.88,MBR,Denver,Colorado,80202,S,2014,5-3
99564160197,275204,1/24/1973,F,1,1/28/2014,Furnishing,2,Home and kitchen,6,5,868,455.7,4795.7,MBR,Denver,Colorado,80202,S,2014,6-2
59928033888,274208,5/18/1975,F,1,1/27/2014,Mens,4,Clothing,1,-4,-452,189.84,-1997.84,Flagship store,Denver,Colorado,80202,R,2014,1-4
19240720162,272940,3/25/1971,F,1,1/26/2014,Cameras,9,Electronics,3,3,1203,378.945,3987.945,MBR,Denver,Colorado,80202,S,2014,3-9
35964342169,271769,5/28/1977,F,1,1/26/2014,Women,1,Clothing,1,4,642,269.64,2837.64,TeleShop,Denver,Colorado,80202,S,2014,1-1
64562440096,270706,11/24/1972,M,1,1/26/2014,Kids,3,Books,5,2,265,55.65,585.65,TeleShop,Denver,Colorado,80202,S,2014,5-3
52486968694,267174,11/16/1972,M,1,1/25/2014,Children,11,Books,5,-3,-654,206.01,-2168.01,e-Shop,Denver,Colorado,80202,R,2014,5-11
44443398067,266974,10/28/1979,F,1,1/24/2014,Kids,3,Clothing,1,1,484,50.82,534.82,Flagship store,Denver,Colorado,80202,S,2014,1-3
47374867028,273703,2/3/1986,F,1,1/24/2014,Kids,3,Footwear,2,-1,-601,63.105,-664.105,MBR,Denver,Colorado,80202,R,2014,2-3
49021386204,272336,7/19/1982,F,1,1/23/2014,Women,1,Bags,4,4,289,121.38,1277.38,e-Shop,Denver,Colorado,80202,S,2014,4-1
2976029181,272757,11/5/1985,M,1,1/22/2014,Audio and video,10,Home and kitchen,6,4,1038,435.96,4587.96,MBR,Denver,Colorado,80202,S,2014,6-10
35367845543,268467,2/20/1980,M,1,1/22/2014,Mens,4,Clothing,1,2,898,188.58,1984.58,e-Shop,Denver,Colorado,80202,S,2014,1-4
40225595567,274277,1/10/1980,F,1,1/21/2014,Kids,3,Books,5,2,1243,261.03,2747.03,Flagship store,Denver,Colorado,80202,S,2014,5-3
94404065446,271648,1/1/1980,F,1,1/21/2014,Kids,3,Clothing,1,5,480,252,2652,e-Shop,Denver,Colorado,80202,S,2014,1-3
30591818256,269476,3/6/1976,M,1,1/20/2014,Audio and video,10,Home and kitchen,6,3,768,241.92,2545.92,TeleShop,Denver,Colorado,80202,S,2014,6-10
52486968694,267174,11/16/1972,M,1,1/20/2014,Children,11,Books,5,3,654,206.01,2168.01,e-Shop,Denver,Colorado,80202,S,2014,5-11
47961948291,272501,8/26/1970,F,1,1/20/2014,Audio and video,10,Books,5,4,959,402.78,4238.78,e-Shop,Denver,Colorado,80202,S,2014,5-10
59928033888,274208,5/18/1975,F,1,1/20/2014,Mens,4,Clothing,1,4,452,189.84,1997.84,Flagship store,Denver,Colorado,80202,S,2014,1-4
79947059704,272795,4/22/1970,M,1,1/20/2014,Furnishing,2,Home and kitchen,6,5,224,117.6,1237.6,MBR,Denver,Colorado,80202,S,2014,6-2
93700052775,267439,8/27/1972,M,1,1/20/2014,Mens,4,Clothing,1,-2,-1088,228.48,-2404.48,Flagship store,Denver,Colorado,80202,R,2014,1-4
85168109909,267105,11/22/1986,M,1,1/19/2014,Furnishing,2,Home and kitchen,6,2,813,170.73,1796.73,MBR,Denver,Colorado,80202,S,2014,6-2
63353407646,268530,4/29/1978,F,1,1/19/2014,Personal Appliances,8,Electronics,3,4,386,162.12,1706.12,MBR,Denver,Colorado,80202,S,2014,3-8
26523682313,266841,2/3/1991,M,1,1/18/2014,Kids,3,Books,5,3,799,251.685,2648.685,e-Shop,Denver,Colorado,80202,S,2014,5-3
41081680000,274569,4/19/1977,F,1,1/18/2014,Children,11,Books,5,5,251,131.775,1386.775,e-Shop,Denver,Colorado,80202,S,2014,5-11
91319014001,273787,10/24/1983,M,1,1/18/2014,Computers,5,Electronics,3,-4,-815,342.3,-3602.3,e-Shop,Denver,Colorado,80202,R,2014,3-5
26809253226,271101,9/3/1984,F,1,1/17/2014,Audio and video,10,Home and kitchen,6,4,208,87.36,919.36,e-Shop,Denver,Colorado,80202,S,2014,6-10
93700052775,267439,8/27/1972,M,1,1/17/2014,Mens,4,Clothing,1,2,1088,228.48,2404.48,Flagship store,Denver,Colorado,80202,S,2014,1-4
92976425176,267282,2/26/1975,F,1,1/17/2014,Academic,12,Books,5,-2,-817,171.57,-1805.57,e-Shop,Denver,Colorado,80202,R,2014,5-12
91319014001,273787,10/24/1983,M,1,1/17/2014,Computers,5,Electronics,3,4,815,342.3,3602.3,e-Shop,Denver,Colorado,80202,S,2014,3-5
83397245213,274515,7/23/1983,F,1,1/15/2014,Mens,4,Electronics,3,3,868,273.42,2877.42,e-Shop,Denver,Colorado,80202,S,2014,3-4
47374867028,273703,2/3/1986,F,1,1/14/2014,Kids,3,Footwear,2,1,601,63.105,664.105,MBR,Denver,Colorado,80202,S,2014,2-3
42879420828,269637,10/12/1989,F,1,1/14/2014,Audio and video,10,Books,5,1,778,81.69,859.69,MBR,Denver,Colorado,80202,S,2014,5-10
64886922103,274663,7/15/1971,F,1,1/14/2014,Women,1,Clothing,1,4,1391,584.22,6148.22,TeleShop,Denver,Colorado,80202,S,2014,1-1
92976425176,267282,2/26/1975,F,1,1/14/2014,Academic,12,Books,5,2,817,171.57,1805.57,e-Shop,Denver,Colorado,80202,S,2014,5-12
37412347662,275075,8/18/1986,F,1,1/13/2014,Audio and video,10,Electronics,3,4,560,235.2,2475.2,Flagship store,Denver,Colorado,80202,S,2014,3-10
65126242692,271850,5/10/1978,F,1,1/13/2014,Women,1,Clothing,1,1,583,61.215,644.215,e-Shop,Denver,Colorado,80202,S,2014,1-1
41423884685,267143,6/8/1989,F,1,1/12/2014,Academic,12,Books,5,3,810,255.15,2685.15,TeleShop,Denver,Colorado,80202,S,2014,5-12
60808372174,269393,8/24/1990,M,1,1/12/2014,Computers,5,Electronics,3,5,124,65.1,685.1,TeleShop,Denver,Colorado,80202,S,2014,3-5
34340926624,269363,6/22/1980,F,1,1/12/2014,Furnishing,2,Home and kitchen,6,1,166,17.43,183.43,Flagship store,Denver,Colorado,80202,S,2014,6-2
13844622404,271302,5/22/1987,M,1,1/11/2014,Kids,3,Clothing,1,2,923,193.83,2039.83,e-Shop,Denver,Colorado,80202,S,2014,1-3
80736583665,273698,6/6/1974,F,1,1/11/2014,Personal Appliances,8,Electronics,3,1,1485,155.925,1640.925,TeleShop,Denver,Colorado,80202,S,2014,3-8
77192095651,270050,9/9/1979,F,1,1/11/2014,Mens,4,Electronics,3,1,981,103.005,1084.005,MBR,Denver,Colorado,80202,S,2014,3-4
87070840233,272702,6/26/1984,F,1,1/10/2014,Kids,3,Books,5,4,1453,610.26,6422.26,MBR,Denver,Colorado,80202,S,2014,5-3
30629366844,272028,2/20/1970,F,1,1/8/2014,Fiction,7,Books,5,4,256,107.52,1131.52,Flagship store,Denver,Colorado,80202,S,2014,5-7
40932345719,267344,1/22/1990,M,1,1/8/2014,Audio and video,10,Electronics,3,4,793,333.06,3505.06,TeleShop,Denver,Colorado,80202,S,2014,3-10
53245167621,273928,4/27/1976,M,1,1/8/2014,Kids,3,Clothing,1,4,270,113.4,1193.4,TeleShop,Denver,Colorado,80202,S,2014,1-3
62922048871,270766,3/24/1975,M,1,1/8/2014,Audio and video,10,Books,5,3,257,80.955,851.955,MBR,Denver,Colorado,80202,S,2014,5-10
76872096992,269902,3/1/1984,M,1,1/7/2014,DIY,6,Books,5,4,207,86.94,914.94,Flagship store,Denver,Colorado,80202,S,2014,5-6
8113230766,267316,2/22/1992,M,1,1/5/2014,Academic,12,Home and kitchen,6,3,1163,366.345,3855.345,e-Shop,Denver,Colorado,80202,S,2014,6-12
99318505571,270706,11/24/1972,M,1,1/5/2014,Kids,3,Books,5,-5,-1161,609.525,-6414.525,TeleShop,Denver,Colorado,80202,R,2014,5-3
73430588249,268288,3/4/1991,M,1,1/5/2014,Kids,3,Clothing,1,1,1147,120.435,1267.435,e-Shop,Denver,Colorado,80202,S,2014,1-3
51221938710,269236,9/11/1978,M,1,1/4/2014,Children,11,Home and kitchen,6,4,142,59.64,627.64,Flagship store,Denver,Colorado,80202,S,2014,6-11
78998671169,270907,9/9/1972,F,1,1/4/2014,DIY,6,Books,5,1,1049,110.145,1159.145,MBR,Denver,Colorado,80202,S,2014,5-6
52044631925,272998,5/8/1975,M,1,1/3/2014,Cameras,9,Electronics,3,1,304,31.92,335.92,e-Shop,Denver,Colorado,80202,S,2014,3-9
11678613802,267750,10/13/1986,M,1,1/3/2014,Children,11,Home and kitchen,6,-5,-1235,648.375,-6823.375,e-Shop,Denver,Colorado,80202,R,2014,6-11
85302608197,266841,2/3/1991,M,1,1/3/2014,Women,1,Clothing,1,4,1142,479.64,5047.64,Flagship store,Denver,Colorado,80202,S,2014,1-1
42716608640,271200,2/20/1986,M,1,1/2/2014,Children,11,Books,5,2,1091,229.11,2411.11,MBR,Denver,Colorado,80202,S,2014,5-11
39628393605,271655,7/18/1975,F,1,1/2/2014,Academic,12,Books,5,5,864,453.6,4773.6,Flagship store,Denver,Colorado,80202,S,2014,5-12
49436863184,271428,2/11/1978,F,1,1/1/2014,Children,11,Home and kitchen,6,1,548,57.54,605.54,MBR,Denver,Colorado,80202,S,2014,6-11
99318505571,270706,11/24/1972,M,1,1/1/2014,Kids,3,Books,5,5,1161,609.525,6414.525,TeleShop,Denver,Colorado,80202,S,2014,5-3
63635040022,268886,3/8/1992,M,1,1/1/2014,Kids,3,Footwear,2,5,652,342.3,3602.3,e-Shop,Denver,Colorado,80202,S,2014,2-3
4116412179,269788,6/23/1984,F,1,12/31/2013,Audio and video,10,Electronics,3,3,984,309.96,3261.96,e-Shop,Denver,Colorado,80202,S,2013,3-10
79443912873,267426,11/18/1981,M,1,12/31/2013,Women,1,Bags,4,1,193,20.265,213.265,MBR,Denver,Colorado,80202,S,2013,4-1
33468347680,268073,11/1/1970,M,1,12/30/2013,Kids,3,Footwear,2,-1,-668,70.14,-738.14,MBR,Denver,Colorado,80202,R,2013,2-3
8309911857,267203,1/2/1987,M,1,12/29/2013,Audio and video,10,Electronics,3,1,1169,122.745,1291.745,e-Shop,Denver,Colorado,80202,S,2013,3-10
33468347680,268073,11/1/1970,M,1,12/29/2013,Kids,3,Footwear,2,1,668,70.14,738.14,MBR,Denver,Colorado,80202,S,2013,2-3
91592272866,266857,9/18/1985,F,1,12/29/2013,Women,1,Bags,4,5,686,360.15,3790.15,Flagship store,Denver,Colorado,80202,S,2013,4-1
46642388374,272339,11/4/1977,F,1,12/28/2013,Mens,4,Clothing,1,3,1147,361.305,3802.305,e-Shop,Denver,Colorado,80202,S,2013,1-4
62956338430,269122,2/20/1975,M,1,12/28/2013,DIY,6,Books,5,2,929,195.09,2053.09,MBR,Denver,Colorado,80202,S,2013,5-6
36475336507,271648,1/1/1980,F,1,12/28/2013,Mens,4,Clothing,1,5,566,297.15,3127.15,TeleShop,Denver,Colorado,80202,S,2013,1-4
86213780829,269966,12/13/1981,M,1,12/28/2013,Women,1,Clothing,1,5,1339,702.975,7397.975,Flagship store,Denver,Colorado,80202,S,2013,1-1
17969269549,270615,7/10/1990,M,1,12/26/2013,Furnishing,2,Home and kitchen,6,3,372,117.18,1233.18,Flagship store,Denver,Colorado,80202,S,2013,6-2
73772000365,269455,6/28/1990,F,1,12/26/2013,Mens,4,Clothing,1,5,1174,616.35,6486.35,MBR,Denver,Colorado,80202,S,2013,1-4
4942455630,267203,1/2/1987,M,1,12/25/2013,Children,11,Home and kitchen,6,-2,-223,46.83,-492.83,e-Shop,Denver,Colorado,80202,R,2013,6-11
11678613802,267750,10/13/1986,M,1,12/24/2013,Children,11,Home and kitchen,6,5,1235,648.375,6823.375,e-Shop,Denver,Colorado,80202,S,2013,6-11
95802108331,271854,10/13/1984,F,1,12/24/2013,Personal Appliances,8,Electronics,3,5,268,140.7,1480.7,Flagship store,Denver,Colorado,80202,S,2013,3-8
37098126495,269301,12/12/1982,F,1,12/23/2013,Audio and video,10,Books,5,4,697,292.74,3080.74,Flagship store,Denver,Colorado,80202,S,2013,5-10
4942455630,267203,1/2/1987,M,1,12/23/2013,Children,11,Home and kitchen,6,2,223,46.83,492.83,e-Shop,Denver,Colorado,80202,S,2013,6-11
32512485396,267061,1/19/1981,M,1,12/22/2013,Kids,3,Books,5,3,1232,388.08,4084.08,e-Shop,Denver,Colorado,80202,S,2013,5-3
45939437203,272702,6/26/1984,F,1,12/22/2013,Mens,4,Clothing,1,3,1406,442.89,4660.89,TeleShop,Denver,Colorado,80202,S,2013,1-4
10991891904,269122,2/20/1975,M,1,12/22/2013,Audio and video,10,Electronics,3,4,1380,579.6,6099.6,TeleShop,Denver,Colorado,80202,S,2013,3-10
61914560444,272559,7/18/1979,F,1,12/21/2013,Furnishing,2,Home and kitchen,6,2,390,81.9,861.9,MBR,Denver,Colorado,80202,S,2013,6-2
62066185563,270573,8/20/1973,F,1,12/21/2013,Children,11,Home and kitchen,6,5,541,284.025,2989.025,e-Shop,Denver,Colorado,80202,S,2013,6-11
23653879454,267974,12/10/1973,M,1,12/21/2013,Mens,4,Footwear,2,4,199,83.58,879.58,e-Shop,Denver,Colorado,80202,S,2013,2-4
76252252074,275075,8/18/1986,F,1,12/20/2013,Kids,3,Books,5,4,799,335.58,3531.58,MBR,Denver,Colorado,80202,S,2013,5-3
25001195185,271304,12/15/1989,F,1,12/19/2013,Mens,4,Bags,4,2,849,178.29,1876.29,Flagship store,Denver,Colorado,80202,S,2013,4-4
6260260423,268525,8/4/1977,F,1,12/19/2013,Mens,4,Electronics,3,3,164,51.66,543.66,e-Shop,Denver,Colorado,80202,S,2013,3-4
70894690693,274022,11/22/1981,M,1,12/18/2013,Audio and video,10,Home and kitchen,6,5,198,103.95,1093.95,MBR,Denver,Colorado,80202,S,2013,6-10
91218267588,269982,8/17/1976,F,1,12/18/2013,DIY,6,Books,5,2,1331,279.51,2941.51,TeleShop,Denver,Colorado,80202,S,2013,5-6
1765311651,272759,5/7/1981,F,1,12/17/2013,Children,11,Home and kitchen,6,3,209,65.835,692.835,MBR,Denver,Colorado,80202,S,2013,6-11
23502159123,273587,8/29/1970,F,1,12/15/2013,Mens,4,Electronics,3,-4,-1489,625.38,-6581.38,Flagship store,Denver,Colorado,80202,R,2013,3-4
78641061407,274398,10/12/1990,M,1,12/15/2013,Kids,3,Footwear,2,2,298,62.58,658.58,TeleShop,Denver,Colorado,80202,S,2013,2-3
44404982862,274121,11/23/1977,F,1,12/14/2013,Audio and video,10,Home and kitchen,6,5,1288,676.2,7116.2,e-Shop,Denver,Colorado,80202,S,2013,6-10
67012406418,269038,11/17/1983,M,1,12/14/2013,Children,11,Books,5,1,344,36.12,380.12,e-Shop,Denver,Colorado,80202,S,2013,5-11
23502159123,273587,8/29/1970,F,1,12/13/2013,Mens,4,Electronics,3,4,1489,625.38,6581.38,Flagship store,Denver,Colorado,80202,S,2013,3-4
86280988584,271961,1/15/1982,M,1,12/13/2013,Audio and video,10,Home and kitchen,6,2,86,18.06,190.06,Flagship store,Denver,Colorado,80202,S,2013,6-10
3628819302,268946,5/29/1989,F,1,12/12/2013,Personal Appliances,8,Electronics,3,1,389,40.845,429.845,e-Shop,Denver,Colorado,80202,S,2013,3-8
64398634646,274854,7/2/1978,M,1,12/12/2013,Kids,3,Clothing,1,1,536,56.28,592.28,e-Shop,Denver,Colorado,80202,S,2013,1-3
35773596634,275225,11/15/1978,M,1,12/11/2013,Mens,4,Clothing,1,5,722,379.05,3989.05,e-Shop,Denver,Colorado,80202,S,2013,1-4
88100259498,267156,2/10/1991,M,1,12/11/2013,Audio and video,10,Books,5,5,591,310.275,3265.275,TeleShop,Denver,Colorado,80202,S,2013,5-10
89840259583,269454,4/26/1987,M,1,12/11/2013,Women,1,Bags,4,5,1263,663.075,6978.075,e-Shop,Denver,Colorado,80202,S,2013,4-1
55705784819,269411,3/2/1975,F,1,12/10/2013,Academic,12,Home and kitchen,6,5,389,204.225,2149.225,e-Shop,Denver,Colorado,80202,S,2013,6-12
57211977876,274101,1/2/1971,M,1,12/9/2013,Academic,12,Home and kitchen,6,2,547,114.87,1208.87,e-Shop,Denver,Colorado,80202,S,2013,6-12
82266540598,269457,1/20/1980,M,1,12/8/2013,Mens,4,Bags,4,3,976,307.44,3235.44,e-Shop,Denver,Colorado,80202,S,2013,4-4
47670833030,267286,11/24/1979,M,1,12/7/2013,Furnishing,2,Home and kitchen,6,4,228,95.76,1007.76,MBR,Denver,Colorado,80202,S,2013,6-2
5414577360,267189,5/23/1977,M,1,12/7/2013,Furnishing,2,Home and kitchen,6,-1,-1155,121.275,-1276.275,Flagship store,Denver,Colorado,80202,R,2013,6-2
286422298,268392,9/13/1987,M,1,12/5/2013,Women,1,Bags,4,3,89,28.035,295.035,MBR,Denver,Colorado,80202,S,2013,4-1
96553777624,267891,6/19/1989,M,1,12/5/2013,Kids,3,Footwear,2,5,406,213.15,2243.15,e-Shop,Denver,Colorado,80202,S,2013,2-3
67544531143,268263,5/20/1971,F,1,12/5/2013,Academic,12,Books,5,4,130,54.6,574.6,Flagship store,Denver,Colorado,80202,S,2013,5-12
29123932586,270872,10/3/1975,M,1,12/4/2013,Kids,3,Footwear,2,2,340,71.4,751.4,e-Shop,Denver,Colorado,80202,S,2013,2-3
