customer_Id,DOB,Gender,city_code,,,,,
269473,4/7/1971,M,4,,,,,
269756,4/7/1971,M,3,,,,,
273456,4/8/1971,M,6,,,,,
266854,4/9/1971,M,5,,,,,
268698,4/10/1971,M,5,,,,,
275108,4/11/1971,F,8,,,,,
268346,4/11/1971,F,7,,,,,
270631,5/3/1971,F,8,,,,,
272672,5/5/1971,F,10,,,,,
268301,5/6/1971,F,1,,,,,
268200,5/6/1971,F,1,,,,,
271445,5/7/1971,F,3,,,,,
268744,6/2/1971,F,2,,,,,
269218,6/4/1971,M,8,,,,,
274551,6/5/1971,M,3,,,,,
274412,6/6/1971,F,4,,,,,
271345,6/7/1971,F,8,,,,,
267914,6/8/1971,M,8,,,,,
274927,6/10/1971,M,3,,,,,
274279,6/11/1971,M,2,,,,,
267512,7/1/1971,F,7,,,,,
267818,7/3/1971,M,2,,,,,
267852,7/6/1971,F,9,,,,,
267639,7/6/1971,M,8,,,,,
273527,7/7/1971,F,2,,,,,
273986,7/9/1971,M,9,,,,,
268786,7/9/1971,F,10,,,,,
270451,7/10/1971,F,10,,,,,
267658,7/11/1971,F,5,,,,,
267618,8/1/1971,M,2,,,,,
267359,8/1/1971,M,1,,,,,
271900,8/2/1971,M,9,,,,,
267742,8/3/1971,M,5,,,,,
270002,8/4/1971,M,7,,,,,
273807,8/5/1971,M,9,,,,,
274818,8/5/1971,M,4,,,,,
269357,8/7/1971,M,9,,,,,
269244,8/8/1971,F,8,,,,,
274177,8/8/1971,M,5,,,,,
273563,8/10/1971,F,6,,,,,
272594,9/2/1971,M,10,,,,,
275023,9/3/1971,M,6,,,,,
271019,9/3/1971,F,5,,,,,
274837,9/6/1971,F,3,,,,,
273924,9/7/1971,F,7,,,,,
268453,9/9/1971,M,3,,,,,
267545,9/10/1971,M,8,,,,,
273036,9/11/1971,F,2,,,,,
273647,9/12/1971,M,7,,,,,
272126,10/1/1971,M,9,,,,,
274990,10/1/1971,M,9,,,,,
269471,10/1/1971,F,2,,,,,
271718,10/3/1971,F,6,,,,,
271651,10/4/1971,F,1,,,,,
274092,10/5/1971,M,9,,,,,
268629,10/7/1971,F,9,,,,,
274084,10/7/1971,F,5,,,,,
270259,10/7/1971,M,5,,,,,
268916,10/8/1971,F,6,,,,,
274522,10/11/1971,M,7,,,,,
272192,10/12/1971,F,3,,,,,
267855,10/12/1971,F,7,,,,,
270080,11/1/1971,M,8,,,,,
274669,11/1/1971,F,9,,,,,
271905,11/3/1971,F,2,,,,,
267976,11/3/1971,F,10,,,,,
269658,11/4/1971,F,6,,,,,
274008,11/5/1971,M,6,,,,,
269935,11/5/1971,F,4,,,,,
273383,11/6/1971,F,6,,,,,
270764,11/7/1971,M,1,,,,,
268197,11/7/1971,M,3,,,,,
271492,11/7/1971,F,5,,,,,
267634,11/7/1971,M,5,,,,,
270203,11/9/1971,M,4,,,,,
267807,11/9/1971,M,7,,,,,
274517,11/11/1971,F,10,,,,,
271944,11/12/1971,F,5,,,,,
275111,12/1/1971,M,8,,,,,
269315,12/8/1971,M,2,,,,,
272893,12/8/1971,M,10,,,,,
272094,12/8/1971,F,7,,,,,
273318,12/10/1971,F,4,,,,,
271179,12/10/1971,F,5,,,,,
272614,12/11/1971,F,8,,,,,
272982,1/1/1972,F,10,,,,,
271455,1/2/1972,F,9,,,,,
275006,1/2/1972,M,2,,,,,
275158,1/3/1972,M,3,,,,,
270810,1/3/1972,F,1,,,,,
269953,1/3/1972,M,8,,,,,
268957,1/6/1972,M,2,,,,,
274386,1/12/1972,M,6,,,,,
267867,2/2/1972,M,3,,,,,
273497,2/4/1972,M,2,,,,,
272713,2/4/1972,F,7,,,,,
274613,2/5/1972,M,9,,,,,
272953,2/5/1972,M,1,,,,,
267747,2/6/1972,M,5,,,,,
270928,2/6/1972,M,2,,,,,
268612,2/7/1972,F,4,,,,,
267925,2/8/1972,M,4,,,,,
269470,2/8/1972,M,4,,,,,
272518,2/10/1972,F,9,,,,,
268534,2/10/1972,M,9,,,,,
268558,2/11/1972,F,4,,,,,
272313,2/11/1972,F,5,,,,,
269036,3/1/1972,F,2,,,,,
274110,3/2/1972,M,5,,,,,
268405,3/2/1972,F,4,,,,,
273946,3/3/1972,M,1,,,,,
270420,3/3/1972,F,6,,,,,
267698,3/3/1972,M,7,,,,,
273030,3/8/1972,F,3,,,,,
269636,3/9/1972,F,2,,,,,
267405,3/10/1972,F,2,,,,,
269805,4/7/1972,F,6,,,,,
271095,4/8/1972,M,3,,,,,
274090,4/9/1972,F,10,,,,,
271584,4/9/1972,M,9,,,,,
272248,4/10/1972,M,7,,,,,
267945,5/2/1972,M,1,,,,,
274019,5/4/1972,M,6,,,,,
270891,5/5/1972,F,6,,,,,
273492,5/7/1972,F,7,,,,,
270401,5/9/1972,F,8,,,,,
274281,5/9/1972,F,5,,,,,
269629,5/10/1972,M,6,,,,,
272508,5/11/1972,M,9,,,,,
268504,5/12/1972,M,6,,,,,
269462,5/12/1972,F,6,,,,,
272504,6/3/1972,M,3,,,,,
269297,6/3/1972,M,6,,,,,
274270,6/6/1972,F,1,,,,,
272938,6/7/1972,M,8,,,,,
269310,6/8/1972,M,4,,,,,
271965,6/9/1972,M,4,,,,,
272200,6/11/1972,M,4,,,,,
270147,7/1/1972,F,6,,,,,
268920,7/4/1972,M,1,,,,,
273669,7/4/1972,F,9,,,,,
268647,7/6/1972,M,9,,,,,
271224,8/1/1972,F,9,,,,,
271629,8/2/1972,F,5,,,,,
272386,8/3/1972,M,2,,,,,
273711,8/4/1972,M,4,,,,,
268271,8/5/1972,M,3,,,,,
275236,8/6/1972,F,2,,,,,
267092,8/10/1972,F,7,,,,,
275043,8/11/1972,M,4,,,,,
268484,9/3/1972,F,9,,,,,
269800,9/3/1972,F,6,,,,,
274204,9/8/1972,F,1,,,,,
270907,9/9/1972,F,1,,,,,
273114,9/9/1972,F,8,,,,,
273939,9/9/1972,F,9,,,,,
273638,9/12/1972,M,8,,,,,
274600,10/1/1972,M,1,,,,,
270291,10/2/1972,M,8,,,,,
269118,10/3/1972,F,6,,,,,
274931,10/6/1972,M,10,,,,,
270084,10/6/1972,F,4,,,,,
271538,10/7/1972,F,5,,,,,
272231,10/8/1972,F,5,,,,,
273056,10/10/1972,F,3,,,,,
271283,10/11/1972,M,2,,,,,
268469,10/12/1972,F,10,,,,,
267715,10/12/1972,F,7,,,,,
275036,11/3/1972,M,5,,,,,
267778,11/3/1972,F,7,,,,,
271951,11/3/1972,F,4,,,,,
275082,11/7/1972,M,9,,,,,
273495,11/9/1972,M,6,,,,,
271558,12/1/1972,M,6,,,,,
271526,12/3/1972,F,4,,,,,
271150,12/5/1972,F,8,,,,,
269382,12/9/1972,F,1,,,,,
267905,12/10/1972,F,9,,,,,
272561,12/11/1972,M,8,,,,,
273265,12/12/1972,F,5,,,,,
272535,12/12/1972,F,4,,,,,
274334,1/2/1973,M,5,,,,,
274780,1/5/1973,M,6,,,,,
274490,1/6/1973,F,4,,,,,
272385,1/9/1973,M,2,,,,,
272511,1/9/1973,F,5,,,,,
273644,1/9/1973,F,3,,,,,
272503,1/10/1973,M,8,,,,,
267856,1/10/1973,F,10,,,,,
269988,2/3/1973,M,6,,,,,
269376,2/4/1973,F,8,,,,,
274356,2/4/1973,F,9,,,,,
273014,2/5/1973,M,4,,,,,
273435,2/6/1973,M,5,,,,,
268810,2/6/1973,F,6,,,,,
273261,2/9/1973,F,9,,,,,
269352,3/1/1973,F,3,,,,,
268606,3/3/1973,F,1,,,,,
271818,3/4/1973,M,7,,,,,
269887,3/4/1973,M,2,,,,,
270672,3/5/1973,M,2,,,,,
272054,3/7/1973,M,1,,,,,
274554,3/11/1973,F,7,,,,,
274400,3/12/1973,M,8,,,,,
273553,4/2/1973,M,3,,,,,
268352,4/3/1973,F,8,,,,,
274124,4/4/1973,F,1,,,,,
268173,4/5/1973,M,8,,,,,
267588,4/5/1973,M,8,,,,,
266824,4/6/1973,M,7,,,,,
270788,4/6/1973,M,4,,,,,
273823,4/9/1973,M,9,,,,,
272124,4/10/1973,F,8,,,,,
271885,4/11/1973,F,3,,,,,
267003,4/11/1973,M,5,,,,,
268860,4/11/1973,F,4,,,,,
269490,5/1/1973,M,5,,,,,
274251,5/2/1973,M,5,,,,,
266991,5/3/1973,M,5,,,,,
267097,5/5/1973,M,2,,,,,
270955,5/5/1973,M,1,,,,,
272314,5/5/1973,M,1,,,,,
268608,5/5/1973,M,8,,,,,
270950,5/7/1973,F,6,,,,,
273831,5/10/1973,M,5,,,,,
267931,6/2/1973,F,10,,,,,
275136,6/4/1973,M,4,,,,,
268825,6/4/1973,M,6,,,,,
275262,6/6/1973,M,10,,,,,
268172,6/9/1973,M,1,,,,,
274733,6/9/1973,M,10,,,,,
267468,6/10/1973,M,4,,,,,
267830,6/12/1973,M,8,,,,,
272878,6/12/1973,F,10,,,,,
267169,7/2/1973,M,8,,,,,
269794,7/3/1973,F,10,,,,,
267637,7/4/1973,F,4,,,,,
267432,7/5/1973,F,5,,,,,
267116,7/7/1973,F,7,,,,,
266815,7/8/1973,F,4,,,,,
271856,8/2/1973,F,7,,,,,
267309,8/4/1973,F,1,,,,,
268585,8/5/1973,F,4,,,,,
272487,8/6/1973,F,9,,,,,
268328,8/6/1973,F,7,,,,,
268337,8/8/1973,M,10,,,,,
269779,8/12/1973,M,7,,,,,
268366,9/1/1973,F,9,,,,,
267126,9/2/1973,M,8,,,,,
267696,9/3/1973,F,8,,,,,
272720,9/3/1973,F,2,,,,,
269088,9/5/1973,M,8,,,,,
271929,9/5/1973,F,6,,,,,
269361,9/7/1973,F,10,,,,,
269282,9/10/1973,M,2,,,,,
272741,9/11/1973,F,7,,,,,
274556,10/1/1973,F,8,,,,,
268411,10/2/1973,F,1,,,,,
275046,10/3/1973,M,10,,,,,
271547,10/3/1973,F,7,,,,,
270255,10/5/1973,M,1,,,,,
273634,10/5/1973,F,6,,,,,
271838,10/6/1973,F,5,,,,,
272341,10/9/1973,F,9,,,,,
270787,10/9/1973,F,6,,,,,
270650,10/10/1973,F,6,,,,,
269497,10/11/1973,M,7,,,,,
268415,10/11/1973,M,9,,,,,
272530,10/11/1973,F,3,,,,,
269279,10/11/1973,M,3,,,,,
267387,11/1/1973,M,9,,,,,
269617,11/3/1973,F,3,,,,,
269306,11/3/1973,M,6,,,,,
273019,11/3/1973,F,4,,,,,
270384,11/5/1973,F,8,,,,,
270075,11/6/1973,M,3,,,,,
272981,11/8/1973,M,8,,,,,
274452,11/8/1973,F,4,,,,,
267749,11/10/1973,M,10,,,,,
266919,11/11/1973,M,6,,,,,
273662,12/1/1973,M,10,,,,,
273637,12/4/1973,M,2,,,,,
271448,12/4/1973,M,4,,,,,
267962,12/7/1973,M,9,,,,,
267888,12/7/1973,F,10,,,,,
269003,12/8/1973,M,6,,,,,
270771,12/9/1973,F,7,,,,,
267974,12/10/1973,M,1,,,,,
273706,12/10/1973,F,10,,,,,
272407,12/12/1973,F,9,,,,,
267504,1/2/1974,F,7,,,,,
268512,1/3/1974,M,5,,,,,
272783,1/4/1974,M,3,,,,,
272671,1/4/1974,F,7,,,,,
266783,1/5/1974,M,4,,,,,
273671,1/6/1974,M,4,,,,,
270582,1/7/1974,M,5,,,,,
268852,1/9/1974,F,6,,,,,
274482,1/9/1974,M,4,,,,,
269283,1/9/1974,F,3,,,,,
272461,1/12/1974,F,1,,,,,
275126,2/1/1974,F,2,,,,,
269859,2/2/1974,F,5,,,,,
268490,2/2/1974,F,1,,,,,
273900,2/4/1974,F,8,,,,,
272869,2/5/1974,M,4,,,,,
273510,2/6/1974,M,7,,,,,
272324,2/8/1974,M,10,,,,,
270812,2/9/1974,M,2,,,,,
271474,2/12/1974,M,8,,,,,
271994,3/5/1974,F,6,,,,,
273175,3/5/1974,F,8,,,,,
274476,3/6/1974,F,1,,,,,
272730,3/6/1974,M,1,,,,,
273051,3/7/1974,M,8,,,,,
271740,3/9/1974,M,5,,,,,
270340,3/12/1974,M,8,,,,,
269285,4/2/1974,F,7,,,,,
269993,4/3/1974,F,7,,,,,
274761,4/5/1974,M,8,,,,,
267972,4/5/1974,M,8,,,,,
270172,4/6/1974,F,4,,,,,
272484,4/7/1974,F,4,,,,,
271314,4/8/1974,M,1,,,,,
274552,4/8/1974,F,3,,,,,
268364,4/9/1974,M,9,,,,,
270269,4/9/1974,F,8,,,,,
268743,4/10/1974,M,7,,,,,
271210,4/10/1974,M,9,,,,,
269924,4/12/1974,M,5,,,,,
272356,4/12/1974,F,4,,,,,
270828,5/1/1974,M,2,,,,,
273987,5/5/1974,M,9,,,,,
268536,5/5/1974,F,3,,,,,
267874,5/6/1974,F,3,,,,,
268778,5/7/1974,F,10,,,,,
274358,5/8/1974,M,4,,,,,
274772,5/8/1974,M,10,,,,,
269843,5/9/1974,F,8,,,,,
275120,5/9/1974,M,1,,,,,
272837,5/11/1974,F,9,,,,,
275000,5/11/1974,F,6,,,,,
274042,6/2/1974,F,4,,,,,
272163,6/4/1974,M,3,,,,,
271251,6/4/1974,M,2,,,,,
275186,6/5/1974,F,3,,,,,
273698,6/6/1974,F,1,,,,,
270924,6/6/1974,M,4,,,,,
270694,6/8/1974,F,3,,,,,
271668,6/9/1974,F,8,,,,,
269401,6/10/1974,F,9,,,,,
270684,7/2/1974,M,2,,,,,
268639,7/5/1974,F,10,,,,,
269925,7/5/1974,M,5,,,,,
274782,7/5/1974,F,8,,,,,
274929,7/6/1974,F,8,,,,,
266934,7/6/1974,F,4,,,,,
273490,7/6/1974,M,4,,,,,
267549,7/7/1974,M,2,,,,,
267927,7/8/1974,M,9,,,,,
273881,7/12/1974,F,7,,,,,
272925,8/1/1974,M,5,,,,,
271446,8/1/1974,M,7,,,,,
269691,8/5/1974,M,1,,,,,
274013,8/6/1974,F,4,,,,,
270186,8/8/1974,M,10,,,,,
274145,8/9/1974,F,3,,,,,
275171,9/2/1974,F,9,,,,,
268768,9/3/1974,F,7,,,,,
272706,9/3/1974,M,8,,,,,
268387,9/4/1974,F,1,,,,,
270302,9/11/1974,F,9,,,,,
274435,10/2/1974,M,8,,,,,
270117,10/2/1974,M,6,,,,,
272566,10/3/1974,M,7,,,,,
274982,10/5/1974,M,8,,,,,
272105,10/7/1974,F,7,,,,,
271350,10/8/1974,F,2,,,,,
268289,10/10/1974,F,4,,,,,
273347,10/12/1974,F,8,,,,,
274496,11/1/1974,M,1,,,,,
267328,11/2/1974,M,5,,,,,
268981,11/5/1974,M,7,,,,,
274028,11/6/1974,F,8,,,,,
271878,11/8/1974,F,10,,,,,
268704,11/8/1974,F,3,,,,,
274766,11/11/1974,M,6,,,,,
273758,11/11/1974,F,9,,,,,
271139,11/12/1974,M,2,,,,,
270541,11/12/1974,M,4,,,,,
272401,12/2/1974,M,4,,,,,
274149,12/2/1974,M,6,,,,,
268901,12/5/1974,M,9,,,,,
268847,12/7/1974,F,7,,,,,
273610,12/10/1974,F,5,,,,,
272479,12/12/1974,F,3,,,,,
268390,1/2/1975,M,5,,,,,
272375,1/2/1975,M,2,,,,,
270798,1/6/1975,M,8,,,,,
269808,1/6/1975,M,9,,,,,
267281,1/7/1975,F,7,,,,,
274896,1/7/1975,M,4,,,,,
273528,1/8/1975,F,9,,,,,
269618,1/8/1975,F,1,,,,,
271683,1/8/1975,M,2,,,,,
273462,1/8/1975,F,3,,,,,
272221,1/8/1975,M,6,,,,,
273916,1/12/1975,F,9,,,,,
274740,1/12/1975,M,10,,,,,
268589,2/1/1975,M,6,,,,,
272812,2/2/1975,F,8,,,,,
273616,2/3/1975,M,2,,,,,
268079,2/5/1975,M,8,,,,,
271073,2/6/1975,M,8,,,,,
267345,2/9/1975,F,6,,,,,
270666,2/10/1975,F,2,,,,,
272796,2/10/1975,M,3,,,,,
268033,2/11/1975,M,10,,,,,
268582,3/1/1975,M,1,,,,,
271500,3/2/1975,F,9,,,,,
269411,3/2/1975,F,1,,,,,
273238,3/3/1975,M,4,,,,,
268712,3/3/1975,F,6,,,,,
273186,3/5/1975,F,7,,,,,
271620,3/7/1975,M,9,,,,,
271096,3/8/1975,M,2,,,,,
267378,3/9/1975,M,3,,,,,
269307,3/9/1975,M,1,,,,,
266993,3/11/1975,F,2,,,,,
270975,3/11/1975,F,2,,,,,
272756,3/12/1975,F,9,,,,,
272950,4/1/1975,F,10,,,,,
270338,4/2/1975,M,8,,,,,
274411,4/3/1975,F,9,,,,,
271483,4/5/1975,F,2,,,,,
270970,4/5/1975,M,4,,,,,
273726,4/6/1975,F,1,,,,,
266916,4/7/1975,M,10,,,,,
267719,4/7/1975,M,5,,,,,
270494,4/8/1975,F,10,,,,,
273247,4/9/1975,M,4,,,,,
272277,4/10/1975,M,2,,,,,
271375,4/10/1975,M,10,,,,,
271920,4/11/1975,F,8,,,,,
267113,4/11/1975,F,3,,,,,
270207,5/1/1975,F,3,,,,,
271748,5/5/1975,F,4,,,,,
273660,5/5/1975,M,10,,,,,
272998,5/8/1975,M,1,,,,,
273649,5/10/1975,M,5,,,,,
270835,5/12/1975,M,10,,,,,
273096,5/12/1975,F,5,,,,,
274410,5/12/1975,M,8,,,,,
267453,5/12/1975,M,6,,,,,
270722,6/2/1975,F,1,,,,,
270617,6/4/1975,M,5,,,,,
269727,6/4/1975,F,9,,,,,
271760,6/4/1975,M,9,,,,,
268261,6/5/1975,F,3,,,,,
275114,6/6/1975,M,9,,,,,
274423,6/6/1975,M,5,,,,,
271615,6/6/1975,F,10,,,,,
273043,6/7/1975,F,5,,,,,
271654,6/9/1975,F,8,,,,,
272907,6/9/1975,F,2,,,,,
269721,6/10/1975,F,8,,,,,
273891,6/12/1975,M,5,,,,,
272791,7/1/1975,F,10,,,,,
270967,7/3/1975,F,5,,,,,
273215,7/4/1975,M,4,,,,,
270090,7/5/1975,M,6,,,,,
270502,7/5/1975,F,8,,,,,
272045,7/5/1975,M,10,,,,,
269366,7/5/1975,F,3,,,,,
273166,7/6/1975,M,4,,,,,
270477,7/9/1975,M,6,,,,,
270279,7/12/1975,F,3,,,,,
269266,8/2/1975,F,9,,,,,
270031,8/3/1975,F,8,,,,,
274152,8/5/1975,M,2,,,,,
271154,8/5/1975,M,3,,,,,
270962,8/6/1975,F,3,,,,,
268485,8/6/1975,M,2,,,,,
272842,8/6/1975,M,9,,,,,
274307,8/7/1975,F,1,,,,,
267551,8/8/1975,M,6,,,,,
268177,8/8/1975,F,4,,,,,
275102,8/9/1975,F,3,,,,,
268494,8/9/1975,F,2,,,,,
270632,8/12/1975,F,9,,,,,
271963,8/12/1975,F,1,,,,,
267784,9/2/1975,F,3,,,,,
270309,9/4/1975,M,3,,,,,
274320,9/7/1975,M,4,,,,,
273633,9/7/1975,M,1,,,,,
269563,9/11/1975,F,5,,,,,
271822,9/12/1975,M,9,,,,,
268332,10/2/1975,F,9,,,,,
270872,10/3/1975,M,1,,,,,
272002,10/5/1975,M,7,,,,,
268426,10/6/1975,M,2,,,,,
269232,10/7/1975,F,1,,,,,
273692,10/9/1975,F,9,,,,,
268787,10/10/1975,F,4,,,,,
274246,10/10/1975,F,6,,,,,
268898,11/2/1975,F,4,,,,,
272328,11/2/1975,F,10,,,,,
272760,11/4/1975,F,8,,,,,
271040,11/5/1975,M,10,,,,,
273612,11/5/1975,F,5,,,,,
268603,11/5/1975,M,7,,,,,
273360,11/6/1975,M,6,,,,,
269002,11/6/1975,M,10,,,,,
269969,11/7/1975,F,1,,,,,
269500,11/7/1975,M,10,,,,,
275054,11/11/1975,M,3,,,,,
272919,12/1/1975,M,7,,,,,
274537,12/2/1975,F,1,,,,,
270327,12/2/1975,M,1,,,,,
273693,12/5/1975,F,8,,,,,
274784,12/7/1975,M,9,,,,,
268126,12/9/1975,F,2,,,,,
270376,12/10/1975,M,8,,,,,
270608,12/11/1975,F,5,,,,,
268468,12/11/1975,M,5,,,,,
270745,12/11/1975,F,5,,,,,
274366,12/12/1975,M,1,,,,,
269550,1/2/1976,F,4,,,,,
270627,1/2/1976,F,10,,,,,
273889,1/3/1976,F,10,,,,,
269136,1/7/1976,M,4,,,,,
271275,1/7/1976,M,8,,,,,
272896,1/11/1976,M,4,,,,,
275184,1/11/1976,M,5,,,,,
269639,2/1/1976,M,4,,,,,
272344,2/3/1976,F,9,,,,,
268958,2/5/1976,F,5,,,,,
270399,2/5/1976,M,8,,,,,
273239,2/6/1976,M,4,,,,,
271131,2/7/1976,F,9,,,,,
269392,2/8/1976,M,2,,,,,
267996,2/9/1976,M,8,,,,,
274394,2/10/1976,F,10,,,,,
273862,2/11/1976,F,9,,,,,
267941,3/3/1976,M,2,,,,,
271018,3/4/1976,M,6,,,,,
269476,3/6/1976,M,1,,,,,
273845,3/8/1976,M,6,,,,,
266942,3/8/1976,M,4,,,,,
271541,3/11/1976,M,7,,,,,
270018,3/11/1976,M,6,,,,,
267297,4/1/1976,M,2,,,,,
269188,4/2/1976,F,2,,,,,
272593,4/6/1976,F,9,,,,,
268995,4/7/1976,M,1,,,,,
270581,4/9/1976,M,4,,,,,
270844,4/11/1976,F,2,,,,,
275160,4/12/1976,M,7,,,,,
269149,5/1/1976,M,4,,,,,
270709,5/1/1976,M,7,,,,,
269498,5/4/1976,F,7,,,,,
268947,5/6/1976,F,10,,,,,
275163,5/11/1976,M,6,,,,,
274034,6/1/1976,F,8,,,,,
271947,6/1/1976,M,3,,,,,
268110,6/3/1976,M,2,,,,,
270505,6/6/1976,M,7,,,,,
271762,6/9/1976,M,4,,,,,
272476,6/10/1976,F,7,,,,,
271052,6/11/1976,F,9,,,,,
274969,6/11/1976,F,3,,,,,
269087,6/11/1976,M,3,,,,,
271704,7/1/1976,F,5,,,,,
266805,7/1/1976,F,8,,,,,
270536,7/2/1976,M,9,,,,,
270125,7/3/1976,F,4,,,,,
267828,7/5/1976,M,3,,,,,
266917,7/5/1976,F,8,,,,,
272545,7/7/1976,M,6,,,,,
274477,7/10/1976,F,7,,,,,
269433,7/12/1976,F,10,,,,,
270020,8/5/1976,M,9,,,,,
267441,8/6/1976,M,10,,,,,
268068,8/9/1976,F,9,,,,,
271711,8/9/1976,M,1,,,,,
275030,8/10/1976,M,3,,,,,
274801,8/11/1976,F,5,,,,,
274171,8/12/1976,F,2,,,,,
273331,8/12/1976,F,5,,,,,
273027,9/3/1976,M,7,,,,,
269076,9/3/1976,F,4,,,,,
268797,9/5/1976,F,8,,,,,
268752,9/6/1976,M,4,,,,,
273172,9/6/1976,F,5,,,,,
272145,9/8/1976,F,9,,,,,
273344,9/8/1976,F,9,,,,,
274035,9/8/1976,M,9,,,,,
273355,9/10/1976,F,7,,,,,
269532,9/10/1976,F,9,,,,,
269932,9/11/1976,F,8,,,,,
271062,10/2/1976,M,2,,,,,
272321,10/2/1976,M,5,,,,,
271501,10/3/1976,F,8,,,,,
267231,10/6/1976,F,1,,,,,
268458,10/8/1976,M,1,,,,,
271982,10/8/1976,M,8,,,,,
268933,10/10/1976,F,10,,,,,
267844,10/10/1976,F,10,,,,,
274769,10/12/1976,F,3,,,,,
268523,10/12/1976,F,4,,,,,
274519,10/12/1976,F,1,,,,,
