transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,item,type
4067131912,274014,2014-02-16,03,05,4,332,139.44,1467.44,e-Shop,05-03,S
59201497276,273506,2014-02-16,12,06,3,537,169.155,1780.155,MBR,06-12,S
51750724947,273420,2014-02-16,06,05,2,791,166.11,1748.11,TeleShop,05-06,S
45848212352,268592,2014-02-16,01,02,3,1029,324.135,3411.135,TeleShop,02-01,S
79449440045,271561,2014-02-16,08,03,4,498,209.16,2201.16,e-Shop,03-08,S
83108241933,273896,2014-02-16,04,01,2,574,120.54,1268.54,e-Shop,01-04,S
84867095544,267360,2014-02-16,08,03,3,674,212.31,2234.31,e-Shop,03-08,S
92825360774,267072,2014-02-16,01,02,5,803,421.575,4436.575,e-Shop,02-01,S
76990911956,270148,2014-02-16,04,03,4,448,188.16,1980.16,Flagship store,03-04,S
93274880719,271509,2014-02-16,11,06,3,1363,429.345,4518.345,e-Shop,06-11,S
86612653865,274813,2014-02-16,02,06,3,1271,400.365,4213.365,e-Shop,06-02,S
10262222991,272069,2014-02-15,07,05,3,1462,460.53,4846.53,e-Shop,05-07,S
34544863855,269388,2014-02-15,11,06,2,922,193.62,2037.62,Flagship store,06-11,S
22781866776,271875,2014-02-15,02,06,4,428,179.76,1891.76,TeleShop,06-02,S
4449802598,271355,2014-02-15,12,06,4,999,419.58,4415.58,TeleShop,06-12,S
3530523263,272777,2014-02-15,10,06,2,582,122.22,1286.22,MBR,06-10,S
8433718881,271912,2014-02-15,11,06,2,1438,301.98,3177.98,MBR,06-11,S
21494029219,268052,2014-02-15,04,02,4,228,95.76,1007.76,e-Shop,02-04,S
56419730266,268772,2014-02-15,11,05,1,1213,127.365,1340.365,e-Shop,05-11,S
50076728598,269014,2014-02-15,08,03,4,581,244.02,2568.02,e-Shop,03-08,S
35243275448,273075,2014-02-15,02,06,4,1168,490.56,5162.56,TeleShop,06-02,S
10942311291,271297,2014-02-15,03,01,2,756,158.76,1670.76,Flagship store,01-03,S
63352996926,272145,2014-02-15,05,03,4,1342,563.64,5931.64,Flagship store,03-05,S
73713102191,268867,2014-02-15,01,01,1,714,74.97,788.97,MBR,01-01,S
70043127245,271595,2014-02-15,08,03,1,1461,153.405,1614.405,TeleShop,03-08,S
85713951101,274609,2014-02-15,12,05,5,968,508.2,5348.2,TeleShop,05-12,S
82975337804,272529,2014-02-15,04,04,4,869,364.98,3840.98,Flagship store,04-04,S
84116465142,271368,2014-02-15,10,05,5,788,413.7,4353.7,MBR,05-10,S
62672834763,268855,2014-02-14,04,03,3,1363,429.345,4518.345,e-Shop,03-04,S
57134739558,270625,2014-02-14,01,01,5,595,312.375,3287.375,TeleShop,01-01,S
57112244235,268076,2014-02-14,10,03,4,167,70.14,738.14,Flagship store,03-10,S
6993051511,271658,2014-02-14,11,06,2,476,99.96,1051.96,e-Shop,06-11,S
28621201753,271310,2014-02-14,10,06,-4,-219,91.98,-967.98,e-Shop,06-10,R
2934877504,271859,2014-02-14,03,02,4,1274,535.08,5631.08,Flagship store,02-03,S
56835507985,271744,2014-02-14,06,05,4,378,158.76,1670.76,MBR,05-06,S
31183475305,273474,2014-02-14,09,03,2,706,148.26,1560.26,e-Shop,03-09,S
50177628799,273763,2014-02-14,04,02,3,803,252.945,2661.945,MBR,02-04,S
30489975482,274689,2014-02-14,10,03,4,1002,420.84,4428.84,MBR,03-10,S
85198716539,269275,2014-02-14,10,03,1,96,10.08,106.08,TeleShop,03-10,S
85284647047,271924,2014-02-14,02,06,2,367,77.07,811.07,Flagship store,06-02,S
92809340294,271061,2014-02-14,04,03,3,1004,316.26,3328.26,e-Shop,03-04,S
81262483026,268956,2014-02-14,09,03,4,700,294.0,3094.0,TeleShop,03-09,S
99503089534,274266,2014-02-14,08,03,1,1370,143.85,1513.85,Flagship store,03-08,S
88321457472,269907,2014-02-14,10,03,5,621,326.025,3431.025,e-Shop,03-10,S
75927432534,267500,2014-02-14,01,04,2,845,177.45,1867.45,e-Shop,04-01,S
70614782851,269140,2014-02-14,02,06,4,342,143.64,1511.64,TeleShop,06-02,S
64655688681,268136,2014-02-14,01,04,5,153,80.325,845.325,TeleShop,04-01,S
16952157158,271493,2014-02-13,04,04,2,1200,252.0,2652.0,e-Shop,04-04,S
7719443790,271312,2014-02-13,10,03,4,1135,476.7,5016.7,e-Shop,03-10,S
58500805392,267375,2014-02-13,04,04,3,85,26.775,281.775,TeleShop,04-04,S
6801834681,273174,2014-02-13,04,01,1,642,67.41,709.41,Flagship store,01-04,S
10655853079,267375,2014-02-13,06,05,4,1486,624.12,6568.12,TeleShop,05-06,S
21685086436,274152,2014-02-13,02,06,3,765,240.975,2535.975,Flagship store,06-02,S
36041524849,274408,2014-02-13,03,05,3,771,242.865,2555.865,Flagship store,05-03,S
58780907716,270071,2014-02-13,11,06,2,819,171.99,1809.99,MBR,06-11,S
35353613089,270207,2014-02-13,04,01,3,126,39.69,417.69,Flagship store,01-04,S
2737048693,270263,2014-02-13,04,02,4,1108,465.36,4897.36,e-Shop,02-04,S
84834490422,271596,2014-02-13,04,01,-4,-447,187.74,-1975.74,e-Shop,01-04,R
78324020330,273304,2014-02-13,11,06,3,765,240.975,2535.975,e-Shop,06-11,S
88853694830,268444,2014-02-13,04,04,3,80,25.2,265.2,MBR,04-04,S
87149439767,273848,2014-02-13,06,05,3,1288,405.72,4269.72,TeleShop,05-06,S
89646857855,273598,2014-02-13,11,06,4,755,317.1,3337.1,MBR,06-11,S
12323853707,273552,2014-02-12,12,06,4,510,214.2,2254.2,TeleShop,06-12,S
60596009595,274652,2014-02-12,12,05,4,183,76.86,808.86,MBR,05-12,S
17146707816,274897,2014-02-12,12,05,3,622,195.93,2061.93,MBR,05-12,S
36792372906,275246,2014-02-12,02,06,1,1185,124.425,1309.425,e-Shop,06-02,S
38821078489,267025,2014-02-12,10,06,4,933,391.86,4123.86,e-Shop,06-10,S
23525861068,268100,2014-02-12,01,02,3,1318,415.17,4369.17,TeleShop,02-01,S
15403541663,266794,2014-02-12,03,02,2,322,67.62,711.62,e-Shop,02-03,S
45649838090,273667,2014-02-12,11,06,1,1450,152.25,1602.25,e-Shop,06-11,S
33433865581,269772,2014-02-12,04,02,3,1035,326.025,3431.025,TeleShop,02-04,S
55245382907,270810,2014-02-12,04,03,2,979,205.59,2163.59,TeleShop,03-04,S
74023090711,271180,2014-02-12,08,03,3,271,85.365,898.365,Flagship store,03-08,S
76916560921,268720,2014-02-12,10,06,-4,-348,146.16,-1538.16,e-Shop,06-10,R
79536458466,271944,2014-02-12,01,01,2,996,209.16,2201.16,e-Shop,01-01,S
69329009642,273799,2014-02-12,09,03,1,357,37.485,394.485,TeleShop,03-09,S
89214951500,273322,2014-02-12,12,06,1,1166,122.43,1288.43,TeleShop,06-12,S
78753279494,269758,2014-02-12,10,05,3,952,299.88,3155.88,MBR,05-10,S
97409887219,267466,2014-02-12,04,04,1,78,8.19,86.19,e-Shop,04-04,S
65228973233,270009,2014-02-12,11,05,2,301,63.21,665.21,e-Shop,05-11,S
83661978186,274678,2014-02-12,10,03,2,325,68.25,718.25,e-Shop,03-10,S
50149714801,270330,2014-02-11,10,06,5,1453,762.825,8027.825,Flagship store,06-10,S
39874643292,267524,2014-02-11,04,02,3,834,262.71,2764.71,e-Shop,02-04,S
59774938687,272137,2014-02-11,12,06,-1,-541,56.805,-597.805,e-Shop,06-12,R
26982813520,274048,2014-02-11,12,05,2,1410,296.1,3116.1,MBR,05-12,S
16894888318,273946,2014-02-11,11,06,1,1238,129.99,1367.99,e-Shop,06-11,S
2663044947,268959,2014-02-11,04,01,5,1440,756.0,7956.0,e-Shop,01-04,S
34493454984,269413,2014-02-11,04,04,3,1236,389.34,4097.34,MBR,04-04,S
17363873507,274693,2014-02-11,02,06,2,647,135.87,1429.87,TeleShop,06-02,S
43134751727,268487,2014-02-11,03,02,1,611,64.155,675.155,e-Shop,02-03,S
48458724845,274880,2014-02-11,11,05,4,431,181.02,1905.02,Flagship store,05-11,S
18326377260,269601,2014-02-11,04,02,4,710,298.2,3138.2,Flagship store,02-04,S
19332389714,267634,2014-02-11,03,01,2,335,70.35,740.35,Flagship store,01-03,S
6707537285,269933,2014-02-11,04,02,2,1196,251.16,2643.16,TeleShop,02-04,S
32636903929,270875,2014-02-11,10,03,-2,-316,66.36,-698.36,e-Shop,03-10,R
44081602885,274345,2014-02-11,11,05,2,1437,301.77,3175.77,MBR,05-11,S
77013937426,274781,2014-02-11,05,03,1,588,61.74,649.74,TeleShop,03-05,S
74015278814,269847,2014-02-11,04,01,5,1406,738.15,7768.15,TeleShop,01-04,S
67749427752,272137,2014-02-11,03,01,3,214,67.41,709.41,Flagship store,01-03,S
63521826176,272561,2014-02-11,03,01,4,1101,462.42,4866.42,e-Shop,01-03,S
75365399021,274526,2014-02-11,10,05,4,1251,525.42,5529.42,Flagship store,05-10,S
19792156528,268098,2014-02-10,03,02,1,711,74.655,785.655,TeleShop,02-03,S
46596657080,270631,2014-02-10,08,03,1,906,95.13,1001.13,TeleShop,03-08,S
163194840,268845,2014-02-10,03,05,4,1093,459.06,4831.06,Flagship store,05-03,S
42749293387,271872,2014-02-10,04,01,1,87,9.135,96.135,e-Shop,01-04,S
52367686566,271735,2014-02-10,12,05,5,312,163.8,1723.8,MBR,05-12,S
19030689527,274511,2014-02-10,11,06,1,542,56.91,598.91,e-Shop,06-11,S
47710448314,269932,2014-02-10,12,06,-4,-666,279.72,-2943.72,e-Shop,06-12,R
22385705298,269188,2014-02-10,07,05,5,554,290.85,3060.85,e-Shop,05-07,S
59105495602,268995,2014-02-10,09,03,4,479,201.18,2117.18,Flagship store,03-09,S
38825384480,267297,2014-02-10,12,05,4,725,304.5,3204.5,e-Shop,05-12,S
83881310302,268713,2014-02-10,11,06,5,452,237.3,2497.3,MBR,06-11,S
81261371045,273625,2014-02-10,10,03,2,815,171.15,1801.15,MBR,03-10,S
88990481317,273646,2014-02-10,05,03,1,239,25.095,264.095,MBR,03-05,S
85157626424,271384,2014-02-10,03,02,2,447,93.87,987.87,e-Shop,02-03,S
64586839639,269225,2014-02-10,04,02,4,813,341.46,3593.46,TeleShop,02-04,S
97048148140,268101,2014-02-10,04,03,4,1456,611.52,6435.52,Flagship store,03-04,S
80632003085,268801,2014-02-10,10,06,4,857,359.94,3787.94,e-Shop,06-10,S
80509578375,273454,2014-02-10,08,03,3,771,242.865,2555.865,e-Shop,03-08,S
45988245637,270375,2014-02-09,10,05,3,970,305.55,3215.55,e-Shop,05-10,S
27576087298,270419,2014-02-09,11,06,-2,-856,179.76,-1891.76,MBR,06-11,R
62539388511,271683,2014-02-09,01,02,3,77,24.255,255.255,e-Shop,02-01,S
40251543872,270018,2014-02-09,04,01,1,1149,120.645,1269.645,e-Shop,01-04,S
23333535918,267067,2014-02-09,07,05,2,306,64.26,676.26,e-Shop,05-07,S
33632846691,268606,2014-02-09,03,01,-5,-1146,601.65,-6331.65,e-Shop,01-03,R
4346259881,269947,2014-02-09,08,03,5,857,449.925,4734.925,TeleShop,03-08,S
39579115484,267463,2014-02-09,10,03,3,815,256.725,2701.725,MBR,03-10,S
7038716135,272172,2014-02-09,07,05,3,519,163.485,1720.485,e-Shop,05-07,S
33587223995,267662,2014-02-09,12,05,2,334,70.14,738.14,e-Shop,05-12,S
8378457026,273358,2014-02-09,10,03,5,494,259.35,2729.35,e-Shop,03-10,S
37044229807,269776,2014-02-09,04,04,1,613,64.365,677.365,e-Shop,04-04,S
67548143862,272515,2014-02-09,01,04,-2,-586,123.06,-1295.06,MBR,04-01,R
75768838702,269808,2014-02-09,05,03,3,1381,435.015,4578.015,TeleShop,03-05,S
72558029032,267467,2014-02-09,01,04,4,611,256.62,2700.62,Flagship store,04-01,S
83012826863,272365,2014-02-09,11,05,4,825,346.5,3646.5,MBR,05-11,S
78615435064,270111,2014-02-09,04,03,2,1069,224.49,2362.49,Flagship store,03-04,S
65766709899,266843,2014-02-09,02,06,5,934,490.35,5160.35,TeleShop,06-02,S
88707635548,267754,2014-02-09,04,02,1,257,26.985,283.985,e-Shop,02-04,S
86159101262,270240,2014-02-09,12,05,3,680,214.2,2254.2,e-Shop,05-12,S
56288202501,267656,2014-02-08,10,06,-3,-421,132.615,-1395.615,e-Shop,06-10,R
1255149551,268364,2014-02-08,12,05,1,495,51.975,546.975,TeleShop,05-12,S
364208039,271694,2014-02-08,03,05,3,935,294.525,3099.525,e-Shop,05-03,S
13264686077,273267,2014-02-08,04,02,4,1177,494.34,5202.34,e-Shop,02-04,S
28977973301,273368,2014-02-08,12,06,5,627,329.175,3464.175,MBR,06-12,S
60419542443,273598,2014-02-08,12,05,2,849,178.29,1876.29,e-Shop,05-12,S
38646806488,273353,2014-02-08,11,06,2,787,165.27,1739.27,e-Shop,06-11,S
6002148986,268402,2014-02-08,10,03,3,537,169.155,1780.155,Flagship store,03-10,S
14834552371,274650,2014-02-08,12,05,1,498,52.29,550.29,Flagship store,05-12,S
24352273509,273140,2014-02-08,04,04,5,621,326.025,3431.025,e-Shop,04-04,S
17363351082,267926,2014-02-08,02,06,1,1398,146.79,1544.79,MBR,06-02,S
61981174638,272143,2014-02-08,04,04,2,615,129.15,1359.15,TeleShop,04-04,S
90855483222,274895,2014-02-08,05,03,1,372,39.06,411.06,Flagship store,03-05,S
68620999310,273660,2014-02-08,04,03,4,1202,504.84,5312.84,e-Shop,03-04,S
90375459981,269269,2014-02-08,04,03,4,232,97.44,1025.44,e-Shop,03-04,S
76880074300,275227,2014-02-08,10,05,3,298,93.87,987.87,MBR,05-10,S
65582112405,267243,2014-02-08,01,01,-3,-1259,396.585,-4173.585,e-Shop,01-01,R
93495212754,269950,2014-02-08,12,05,2,646,135.66,1427.66,Flagship store,05-12,S
93868053857,270042,2014-02-08,10,03,5,1393,731.325,7696.325,e-Shop,03-10,S
33632846691,268606,2014-02-07,03,01,-5,-1146,601.65,-6331.65,e-Shop,01-03,R
45033226236,274250,2014-02-07,01,04,2,1326,278.46,2930.46,e-Shop,04-01,S
12161898302,274402,2014-02-07,01,02,1,891,93.555,984.555,TeleShop,02-01,S
39489465631,275082,2014-02-07,10,06,2,403,84.63,890.63,MBR,06-10,S
41870403334,273965,2014-02-07,01,04,5,510,267.75,2817.75,e-Shop,04-01,S
57797450946,272395,2014-02-07,12,06,5,80,42.0,442.0,Flagship store,06-12,S
59774938687,272137,2014-02-07,12,06,1,541,56.805,597.805,e-Shop,06-12,S
54468563132,270773,2014-02-07,01,02,1,949,99.645,1048.645,e-Shop,02-01,S
15209954032,267704,2014-02-07,10,06,4,784,329.28,3465.28,e-Shop,06-10,S
7699070022,268670,2014-02-07,01,02,1,1183,124.215,1307.215,e-Shop,02-01,S
54730601969,274917,2014-02-07,01,01,5,102,53.55,563.55,e-Shop,01-01,S
52050513659,272985,2014-02-07,04,02,3,1389,437.535,4604.535,e-Shop,02-04,S
34021802745,271577,2014-02-07,03,01,4,1247,523.74,5511.74,Flagship store,01-03,S
59849740275,270405,2014-02-07,03,05,5,260,136.5,1436.5,TeleShop,05-03,S
27835361772,273083,2014-02-07,03,01,4,1141,479.22,5043.22,e-Shop,01-03,S
33904181275,272874,2014-02-07,12,05,5,556,291.9,3071.9,e-Shop,05-12,S
3030817826,269741,2014-02-07,05,03,1,493,51.765,544.765,e-Shop,03-05,S
84834490422,271596,2014-02-07,04,01,4,447,187.74,1975.74,e-Shop,01-04,S
76916560921,268720,2014-02-07,10,06,4,348,146.16,1538.16,e-Shop,06-10,S
77738613519,275104,2014-02-07,10,05,4,1219,511.98,5387.98,e-Shop,05-10,S
99564160197,275204,2014-02-07,02,06,-5,-868,455.7,-4795.7,MBR,06-02,R
90027428071,275056,2014-02-07,04,01,2,401,84.21,886.21,TeleShop,01-04,S
75588795256,268275,2014-02-07,04,02,-5,-1144,600.6,-6320.6,e-Shop,02-04,R
70614471898,274772,2014-02-07,03,01,5,163,85.575,900.575,TeleShop,01-03,S
98359405385,274331,2014-02-07,03,05,-4,-1314,551.88,-5807.88,MBR,05-03,R
85541056281,273367,2014-02-07,08,03,5,303,159.075,1674.075,MBR,03-08,S
52563546033,270178,2014-02-06,09,03,5,733,384.825,4049.825,TeleShop,03-09,S
28640836748,269049,2014-02-06,03,01,5,1293,678.825,7143.825,Flagship store,01-03,S
21165396469,271101,2014-02-06,11,06,4,427,179.34,1887.34,TeleShop,06-11,S
61647375755,271935,2014-02-06,03,02,2,282,59.22,623.22,Flagship store,02-03,S
22635337610,273863,2014-02-06,10,05,2,1137,238.77,2512.77,TeleShop,05-10,S
61800180485,273363,2014-02-06,03,02,3,575,181.125,1906.125,TeleShop,02-03,S
28010239247,273871,2014-02-06,02,06,4,897,376.74,3964.74,MBR,06-02,S
32722184372,269527,2014-02-06,10,05,1,688,72.24,760.24,e-Shop,05-10,S
10535054637,273221,2014-02-06,06,05,4,1145,480.9,5060.9,TeleShop,05-06,S
9107602878,266900,2014-02-06,03,01,2,666,139.86,1471.86,Flagship store,01-03,S
33661068980,273651,2014-02-06,11,05,1,707,74.235,781.235,e-Shop,05-11,S
8890120338,272794,2014-02-06,10,05,1,615,64.575,679.575,e-Shop,05-10,S
56624369341,270072,2014-02-06,06,05,1,428,44.94,472.94,Flagship store,05-06,S
57234040200,272816,2014-02-06,07,05,5,1477,775.425,8160.425,MBR,05-07,S
91565824523,267833,2014-02-06,12,06,2,571,119.91,1261.91,e-Shop,06-12,S
78935183480,275010,2014-02-06,03,01,2,1262,265.02,2789.02,e-Shop,01-03,S
80187350207,269221,2014-02-06,11,05,1,497,52.185,549.185,e-Shop,05-11,S
71352894214,269787,2014-02-06,03,05,1,96,10.08,106.08,Flagship store,05-03,S
77645508568,275134,2014-02-06,10,05,3,1052,331.38,3487.38,Flagship store,05-10,S
81111550420,274369,2014-02-06,10,06,5,1335,700.875,7375.875,MBR,06-10,S
27576087298,270419,2014-02-05,11,06,2,856,179.76,1891.76,MBR,06-11,S
51473331806,267794,2014-02-05,01,01,3,292,91.98,967.98,TeleShop,01-01,S
14735497960,270253,2014-02-05,04,01,1,225,23.625,248.625,TeleShop,01-04,S
16495297625,270148,2014-02-05,05,03,4,998,419.16,4411.16,Flagship store,03-05,S
41451156208,272672,2014-02-05,01,02,2,269,56.49,594.49,Flagship store,02-01,S
28621201753,271310,2014-02-05,10,06,4,219,91.98,967.98,e-Shop,06-10,S
46654312080,271152,2014-02-05,03,05,2,1106,232.26,2444.26,e-Shop,05-03,S
34370573493,269370,2014-02-05,09,03,2,83,17.43,183.43,MBR,03-09,S
33588407342,271494,2014-02-05,03,05,4,559,234.78,2470.78,e-Shop,05-03,S
46019709226,272852,2014-02-05,11,05,1,882,92.61,974.61,TeleShop,05-11,S
33632846691,268606,2014-02-05,03,01,5,1146,601.65,6331.65,e-Shop,01-03,S
95462385777,273023,2014-02-05,11,06,-5,-1453,762.825,-8027.825,e-Shop,06-11,R
78340008725,273096,2014-02-05,02,06,2,598,125.58,1321.58,MBR,06-02,S
94902984271,270831,2014-02-05,08,03,-5,-1221,641.025,-6746.025,Flagship store,03-08,R
67958065319,270714,2014-02-05,12,06,2,306,64.26,676.26,e-Shop,06-12,S
92456150942,267489,2014-02-05,01,01,-4,-587,246.54,-2594.54,TeleShop,01-01,R
75588795256,268275,2014-02-05,04,02,5,1144,600.6,6320.6,e-Shop,02-04,S
21306057166,269711,2014-02-04,06,05,1,207,21.735,228.735,TeleShop,05-06,S
38796532648,268931,2014-02-04,04,03,5,1076,564.9,5944.9,Flagship store,03-04,S
51203180395,270481,2014-02-04,02,06,1,1044,109.62,1153.62,Flagship store,06-02,S
1278547891,270252,2014-02-04,01,04,2,1477,310.17,3264.17,e-Shop,04-01,S
32815955218,275225,2014-02-04,10,03,4,370,155.4,1635.4,MBR,03-10,S
6522235782,269285,2014-02-04,03,01,3,907,285.705,3006.705,e-Shop,01-03,S
56288202501,267656,2014-02-04,10,06,3,421,132.615,1395.615,e-Shop,06-10,S
47710448314,269932,2014-02-04,12,06,4,666,279.72,2943.72,e-Shop,06-12,S
61686001091,275196,2014-02-04,01,04,5,1156,606.9,6386.9,MBR,04-01,S
59263063850,272795,2014-02-04,11,06,3,496,156.24,1644.24,e-Shop,06-11,S
17471192489,271500,2014-02-04,04,04,-4,-526,220.92,-2324.92,TeleShop,04-04,R
95462385777,273023,2014-02-04,11,06,5,1453,762.825,8027.825,e-Shop,06-11,S
